exp_sig,fan_cre,plt_con,mul_plt,plt_spo,pk_sco,maj_gen,fi,ao,typ,multi,cre_lev,tra_rate,vio,lt_hol,maj_inc,avg_pv,core_inf
TRUE,FALSE,FALSE,TRUE,B,30365,m,type3,C,B,TRUE,type4,33,FALSE,C,type4,1891,458
TRUE,TRUE,FALSE,TRUE,C,18,m,type5,C,B,TRUE,type5,50,TRUE,C,type4,1334,504
TRUE,TRUE,FALSE,TRUE,B,307,f,type3,C,B,TRUE,type5,33,FALSE,B,type2,628,617
TRUE,FALSE,FALSE,TRUE,B,3407,m,type6,A,B,TRUE,type5,33,FALSE,B,type1,2365,724
TRUE,TRUE,FALSE,TRUE,B,90,f,type6,A,B,TRUE,type4,37,FALSE,C,type4,5578,490
TRUE,FALSE,FALSE,TRUE,B,118,f,type6,C,A,TRUE,type5,33,FALSE,B,type1,8961,824
TRUE,TRUE,FALSE,TRUE,C,1384,f,type4,A,B,TRUE,type5,29,FALSE,B,type1,9013,844
FALSE,FALSE,FALSE,TRUE,A,5317,f,type6,A,A,TRUE,type5,29,FALSE,A,type3,7694,585
TRUE,TRUE,FALSE,TRUE,B,433,f,type6,A,B,FALSE,type5,33,FALSE,B,type4,529,435
TRUE,FALSE,TRUE,TRUE,B,331,f,type2,A,B,TRUE,type5,25,FALSE,C,type3,2449,503
TRUE,TRUE,FALSE,TRUE,B,491,f,type6,A,B,TRUE,type3,41,FALSE,B,type3,3824,592
TRUE,FALSE,FALSE,TRUE,B,107,f,type6,C,B,TRUE,type4,33,FALSE,B,type1,154,789
TRUE,FALSE,FALSE,TRUE,C,245,f,type6,C,B,TRUE,type5,25,FALSE,C,type1,4614,680
TRUE,FALSE,FALSE,TRUE,A,57,f,type3,C,C,TRUE,type5,25,FALSE,B,type1,6093,813
TRUE,TRUE,FALSE,TRUE,C,3015,m,type6,A,A,TRUE,type4,25,TRUE,B,type1,9909,697
TRUE,TRUE,FALSE,TRUE,A,222,f,type6,A,A,FALSE,type1,29,FALSE,B,type3,600,568
TRUE,FALSE,FALSE,TRUE,C,436,f,type1,A,B,TRUE,type5,29,FALSE,C,type4,9644,458
TRUE,FALSE,FALSE,TRUE,B,3137,m,type6,C,B,TRUE,type5,33,FALSE,C,type4,8856,482
TRUE,FALSE,FALSE,TRUE,B,9296,m,type6,C,B,TRUE,type5,33,FALSE,C,type4,7067,438
FALSE,TRUE,TRUE,TRUE,B,273,f,type6,C,B,FALSE,type4,25,FALSE,C,type2,8161,664
TRUE,FALSE,FALSE,TRUE,C,249,f,type6,C,B,FALSE,type4,29,FALSE,B,type5,8108,361
TRUE,FALSE,FALSE,TRUE,B,2328,m,type6,A,A,FALSE,type1,25,TRUE,C,type1,7889,788
TRUE,FALSE,FALSE,TRUE,A,20125,m,type1,C,B,FALSE,type5,20,FALSE,B,type4,1450,476
TRUE,TRUE,FALSE,TRUE,B,1497,m,type6,C,C,TRUE,type5,29,TRUE,B,type1,1701,698
TRUE,FALSE,FALSE,TRUE,A,262,f,type3,A,B,FALSE,type4,29,TRUE,C,type4,6072,430
TRUE,TRUE,FALSE,TRUE,B,378,f,type6,A,B,TRUE,type4,29,FALSE,B,type3,2056,571
TRUE,FALSE,FALSE,TRUE,B,303,f,type6,A,B,TRUE,type5,25,FALSE,B,type1,6684,901
TRUE,TRUE,FALSE,TRUE,C,14113,m,type6,A,B,TRUE,type4,33,TRUE,B,type4,8096,475
TRUE,TRUE,FALSE,TRUE,B,234,f,type6,A,B,FALSE,type4,25,FALSE,C,type3,965,516
TRUE,TRUE,FALSE,TRUE,C,55,f,type5,A,B,TRUE,type3,37,FALSE,B,type4,6803,451
TRUE,TRUE,FALSE,TRUE,A,20341,m,type6,A,B,TRUE,type2,20,TRUE,B,type4,2502,457
TRUE,TRUE,FALSE,TRUE,C,58,f,type1,A,B,TRUE,type4,33,FALSE,B,type3,8439,582
FALSE,TRUE,FALSE,TRUE,B,324,m,type5,A,B,TRUE,type5,33,FALSE,A,type4,2150,409
TRUE,TRUE,FALSE,TRUE,B,107,m,type1,A,B,TRUE,type3,33,FALSE,C,type2,4532,620
TRUE,FALSE,TRUE,TRUE,B,162,f,type2,A,B,TRUE,type5,29,FALSE,C,type1,7050,670
TRUE,TRUE,TRUE,TRUE,C,134,m,type4,A,B,TRUE,type3,25,FALSE,C,type3,4620,510
TRUE,TRUE,FALSE,TRUE,C,30443,m,type1,C,A,TRUE,type5,25,TRUE,A,type2,8872,672
TRUE,TRUE,FALSE,TRUE,C,180,f,type1,A,B,FALSE,type3,29,FALSE,C,type3,9583,579
TRUE,FALSE,FALSE,TRUE,B,26,m,type2,A,B,TRUE,type4,29,FALSE,C,type3,2455,546
TRUE,TRUE,FALSE,TRUE,B,5393,f,type6,C,B,TRUE,type5,25,TRUE,C,type1,172,764
TRUE,TRUE,FALSE,TRUE,A,3479,m,type5,A,B,FALSE,type2,29,FALSE,A,type3,1018,542
TRUE,TRUE,FALSE,TRUE,A,3468,f,type5,A,B,TRUE,type4,29,FALSE,B,type4,329,457
TRUE,FALSE,FALSE,TRUE,B,251,f,type5,C,B,TRUE,type4,29,FALSE,B,type4,1887,432
TRUE,FALSE,FALSE,TRUE,B,293,f,type3,A,B,FALSE,type4,29,FALSE,B,type3,8328,588
TRUE,TRUE,FALSE,TRUE,A,30260,f,type6,A,B,FALSE,type5,29,TRUE,B,type2,9120,657
TRUE,FALSE,TRUE,TRUE,A,30462,f,type6,A,B,TRUE,type4,25,FALSE,A,type3,2461,532
TRUE,FALSE,FALSE,TRUE,C,177,m,type4,A,B,TRUE,type3,33,FALSE,B,type3,8017,584
TRUE,TRUE,FALSE,TRUE,B,470,f,type5,A,B,TRUE,type5,41,FALSE,B,type4,6894,506
TRUE,FALSE,TRUE,TRUE,B,122,m,type6,A,B,TRUE,type3,29,FALSE,C,type3,6714,529
TRUE,FALSE,TRUE,TRUE,B,247,m,type6,A,B,TRUE,type4,25,FALSE,C,type3,4129,502
TRUE,FALSE,FALSE,TRUE,A,6020,m,type2,A,B,TRUE,type5,25,FALSE,C,type4,4351,468
TRUE,FALSE,FALSE,TRUE,A,30157,f,type5,A,B,FALSE,type1,29,FALSE,A,type4,6778,511
TRUE,TRUE,FALSE,TRUE,B,449,f,type2,A,B,TRUE,type3,25,FALSE,C,type2,7051,640
TRUE,FALSE,TRUE,TRUE,C,292,m,type6,C,B,TRUE,type5,37,FALSE,B,type3,2490,541
TRUE,TRUE,FALSE,TRUE,C,350,m,type1,A,B,TRUE,type4,29,FALSE,B,type3,5924,596
TRUE,FALSE,FALSE,TRUE,B,240,f,type6,A,B,TRUE,type4,29,FALSE,C,type2,9736,639
TRUE,FALSE,FALSE,TRUE,B,267,f,type6,A,B,TRUE,type4,33,FALSE,C,type2,2913,640
FALSE,FALSE,FALSE,TRUE,B,207,m,type1,C,A,TRUE,type5,33,FALSE,C,type3,4815,580
TRUE,FALSE,TRUE,TRUE,B,167,f,type3,A,B,TRUE,type4,33,FALSE,C,type4,4106,497
TRUE,FALSE,FALSE,TRUE,C,3419,m,type6,A,B,TRUE,type4,29,TRUE,C,type2,2534,618
TRUE,TRUE,FALSE,TRUE,A,479,m,type3,C,B,TRUE,type3,29,FALSE,B,type3,7173,546
TRUE,FALSE,FALSE,TRUE,B,482,f,type6,C,B,FALSE,type5,25,FALSE,B,type1,2391,769
FALSE,TRUE,FALSE,TRUE,B,10021,m,type6,C,B,TRUE,type1,25,FALSE,B,type1,9957,905
TRUE,TRUE,FALSE,TRUE,C,70,m,type6,C,B,TRUE,type5,37,TRUE,B,type1,7333,719
TRUE,FALSE,FALSE,TRUE,C,5112,m,type3,A,B,TRUE,type5,25,FALSE,C,type4,2880,486
TRUE,TRUE,FALSE,TRUE,B,334,m,type1,A,B,TRUE,type4,33,FALSE,C,type1,7438,717
TRUE,TRUE,FALSE,TRUE,C,95,f,type6,C,B,TRUE,type4,25,FALSE,C,type3,4380,614
TRUE,FALSE,FALSE,TRUE,B,72,f,type6,A,B,TRUE,type4,29,FALSE,C,type3,4463,578
TRUE,FALSE,FALSE,TRUE,A,472,m,type2,A,B,FALSE,type5,29,TRUE,A,type1,4114,812
FALSE,FALSE,FALSE,TRUE,A,191,m,type6,C,B,TRUE,type5,33,TRUE,C,type2,9341,647
TRUE,FALSE,FALSE,TRUE,C,15410,f,type6,C,B,FALSE,type5,33,FALSE,B,type3,1505,562
TRUE,TRUE,FALSE,TRUE,B,489,f,type6,A,B,TRUE,type3,33,FALSE,C,type2,3725,617
FALSE,FALSE,FALSE,TRUE,A,383,m,type5,A,A,FALSE,type4,16,FALSE,C,type3,9018,535
TRUE,TRUE,FALSE,TRUE,B,222,f,type4,A,B,TRUE,type5,25,FALSE,B,type1,403,709
TRUE,FALSE,FALSE,TRUE,C,79,f,type3,A,B,TRUE,type5,33,FALSE,C,type4,1833,414
TRUE,FALSE,FALSE,TRUE,A,15457,f,type4,C,A,FALSE,type2,45,TRUE,B,type2,7871,630
TRUE,FALSE,FALSE,TRUE,B,245,m,type1,A,B,TRUE,type5,25,FALSE,B,type2,457,623
TRUE,TRUE,FALSE,TRUE,C,168,f,type6,A,B,TRUE,type4,29,FALSE,C,type3,8234,610
TRUE,FALSE,FALSE,TRUE,B,398,f,type6,C,B,FALSE,type4,29,TRUE,B,type2,5708,642
TRUE,FALSE,TRUE,TRUE,B,14142,f,type4,C,B,TRUE,type4,25,FALSE,B,type4,6052,487
TRUE,FALSE,FALSE,TRUE,B,383,f,type6,C,B,TRUE,type4,33,FALSE,B,type4,4374,496
TRUE,FALSE,FALSE,TRUE,C,179,m,type6,C,B,TRUE,type4,25,FALSE,B,type5,522,356
TRUE,TRUE,FALSE,TRUE,A,10148,m,type3,A,B,FALSE,type5,29,FALSE,C,type2,2590,615
TRUE,FALSE,FALSE,TRUE,B,20,m,type4,A,B,TRUE,type3,25,FALSE,B,type4,8561,424
TRUE,FALSE,FALSE,TRUE,C,253,f,type6,A,B,TRUE,type4,29,FALSE,C,type4,1304,453
TRUE,TRUE,FALSE,TRUE,B,496,m,type3,A,B,FALSE,type4,37,FALSE,B,type2,3420,663
TRUE,FALSE,FALSE,TRUE,C,30497,f,type6,C,B,TRUE,type3,33,FALSE,C,type3,1725,574
TRUE,TRUE,FALSE,TRUE,B,332,m,type6,C,B,TRUE,type5,25,FALSE,B,type1,4644,723
TRUE,TRUE,TRUE,TRUE,C,420,m,type4,C,B,TRUE,type3,29,FALSE,C,type3,3157,510
TRUE,TRUE,FALSE,TRUE,B,147,f,type3,A,A,TRUE,type4,29,FALSE,C,type3,8634,604
TRUE,FALSE,FALSE,TRUE,B,330,f,type5,C,B,TRUE,type3,33,FALSE,C,type4,8498,492
TRUE,TRUE,FALSE,TRUE,C,1193,f,type3,A,B,TRUE,type4,33,FALSE,B,type2,8194,626
TRUE,TRUE,FALSE,TRUE,C,122,m,type5,A,B,TRUE,type4,33,TRUE,B,type4,8726,439
TRUE,FALSE,FALSE,TRUE,B,312,m,type5,A,B,TRUE,type3,33,FALSE,B,type4,5891,427
TRUE,FALSE,FALSE,TRUE,C,100,m,type1,A,B,TRUE,type4,29,FALSE,C,type4,5978,478
TRUE,FALSE,FALSE,TRUE,C,5003,f,type6,A,B,TRUE,type3,20,FALSE,C,type3,9202,559
FALSE,TRUE,FALSE,TRUE,C,4098,f,type5,A,B,TRUE,type1,33,FALSE,A,type3,575,533
FALSE,TRUE,FALSE,TRUE,B,497,f,type1,A,B,TRUE,type3,37,FALSE,B,type4,8258,466
TRUE,FALSE,TRUE,TRUE,B,413,m,type2,A,B,TRUE,type4,29,FALSE,B,type5,465,370
TRUE,FALSE,FALSE,TRUE,B,466,m,type5,A,B,TRUE,type4,33,FALSE,B,type4,1589,483
TRUE,TRUE,FALSE,TRUE,B,415,f,type1,B,B,TRUE,type3,33,FALSE,B,type1,1851,696
TRUE,TRUE,TRUE,TRUE,C,126,m,type4,A,B,TRUE,type5,25,FALSE,B,type4,41,502
FALSE,TRUE,FALSE,TRUE,A,2222,m,type3,A,B,TRUE,type4,33,TRUE,B,type1,575,867
TRUE,TRUE,FALSE,TRUE,C,334,m,type5,A,A,TRUE,type1,33,TRUE,B,type4,8120,468
TRUE,TRUE,FALSE,TRUE,C,1379,m,type6,A,B,TRUE,type5,41,FALSE,B,type1,5226,777
TRUE,FALSE,FALSE,TRUE,B,299,f,type1,A,B,TRUE,type3,33,FALSE,C,type3,9897,514
TRUE,TRUE,FALSE,TRUE,B,356,f,type4,A,B,TRUE,type4,29,FALSE,C,type4,4972,503
TRUE,FALSE,FALSE,TRUE,C,255,m,type6,A,B,FALSE,type3,29,FALSE,C,type3,7996,568
TRUE,TRUE,FALSE,TRUE,C,193,m,type1,A,B,FALSE,type3,33,FALSE,C,type4,2148,376
TRUE,TRUE,FALSE,TRUE,C,228,f,type4,A,B,TRUE,type4,29,FALSE,C,type2,1396,617
TRUE,TRUE,FALSE,TRUE,C,291,f,type6,A,C,TRUE,type4,33,FALSE,C,type3,6819,561
TRUE,TRUE,FALSE,TRUE,B,263,f,type2,A,B,TRUE,type3,37,FALSE,B,type4,6114,443
TRUE,TRUE,FALSE,TRUE,B,125,m,type2,A,B,TRUE,type4,29,FALSE,A,type3,8088,505
TRUE,TRUE,FALSE,TRUE,B,57,f,type2,A,B,TRUE,type4,29,FALSE,C,type3,3116,594
TRUE,FALSE,FALSE,TRUE,B,425,m,type1,A,B,TRUE,type4,37,FALSE,B,type3,9134,585
TRUE,FALSE,TRUE,TRUE,C,2471,m,type2,A,B,TRUE,type4,33,FALSE,C,type4,323,447
TRUE,TRUE,TRUE,TRUE,C,384,m,type3,A,B,FALSE,type4,29,FALSE,B,type3,9343,520
TRUE,TRUE,FALSE,TRUE,B,206,m,type6,A,B,TRUE,type4,33,FALSE,B,type3,8971,533
TRUE,TRUE,FALSE,TRUE,C,15,m,type3,A,B,TRUE,type5,33,FALSE,C,type4,5363,411
TRUE,FALSE,FALSE,TRUE,B,159,m,type3,A,B,TRUE,type5,25,TRUE,C,type4,1472,465
TRUE,TRUE,FALSE,TRUE,C,225,f,type4,A,B,TRUE,type4,33,FALSE,B,type1,5774,734
TRUE,FALSE,FALSE,TRUE,A,339,m,type6,A,B,TRUE,type4,33,FALSE,C,type1,3041,814
TRUE,FALSE,FALSE,TRUE,B,414,f,type6,A,B,TRUE,type3,29,FALSE,C,type3,6746,518
TRUE,TRUE,FALSE,TRUE,C,30098,m,type6,C,A,TRUE,type1,33,FALSE,B,type1,441,886
TRUE,FALSE,FALSE,TRUE,C,142,m,type6,C,B,TRUE,type4,29,FALSE,B,type4,7469,514
TRUE,TRUE,FALSE,TRUE,B,106,m,type2,A,B,TRUE,type3,29,FALSE,C,type3,5655,562
FALSE,FALSE,FALSE,TRUE,C,3,m,type6,A,B,TRUE,type4,33,FALSE,B,type3,7952,574
TRUE,TRUE,FALSE,TRUE,C,197,m,type2,A,B,TRUE,type3,29,FALSE,B,type4,398,417
TRUE,TRUE,FALSE,TRUE,A,95,f,type6,C,B,FALSE,type1,25,FALSE,C,type1,2511,794
TRUE,FALSE,FALSE,TRUE,B,291,m,type6,C,B,FALSE,type2,33,FALSE,B,type4,4298,418
TRUE,TRUE,TRUE,TRUE,C,426,m,type6,C,B,TRUE,type1,20,FALSE,C,type2,155,645
TRUE,FALSE,FALSE,TRUE,C,166,f,type6,C,B,TRUE,type4,25,FALSE,C,type3,4424,562
TRUE,FALSE,FALSE,TRUE,C,382,f,type6,C,B,TRUE,type3,25,FALSE,B,type2,660,621
TRUE,TRUE,FALSE,TRUE,B,289,m,type4,C,A,TRUE,type5,33,FALSE,B,type1,5236,734
TRUE,TRUE,FALSE,TRUE,C,1092,m,type6,A,B,TRUE,type4,29,FALSE,C,type4,6573,485
TRUE,FALSE,FALSE,TRUE,C,465,m,type6,C,B,TRUE,type5,29,FALSE,B,type1,9237,683
TRUE,FALSE,FALSE,TRUE,C,10225,m,type2,A,A,FALSE,type1,33,FALSE,B,type1,5476,857
TRUE,FALSE,FALSE,TRUE,A,30364,f,type6,C,A,FALSE,type2,58,FALSE,A,type4,1041,488
TRUE,FALSE,FALSE,TRUE,B,260,m,type2,A,B,TRUE,type4,29,TRUE,B,type3,2345,594
TRUE,TRUE,FALSE,TRUE,B,2181,m,type2,A,B,TRUE,type5,20,FALSE,C,type1,6035,765
TRUE,TRUE,FALSE,TRUE,A,7416,m,type6,C,C,TRUE,type5,33,FALSE,C,type4,7994,487
TRUE,FALSE,FALSE,TRUE,C,386,f,type1,A,B,TRUE,type4,29,FALSE,C,type3,3952,520
TRUE,FALSE,FALSE,TRUE,C,2058,f,type4,A,B,TRUE,type4,25,FALSE,C,type4,6618,461
TRUE,FALSE,FALSE,TRUE,C,141,m,type2,A,B,TRUE,type4,29,FALSE,C,type3,9999,537
TRUE,TRUE,FALSE,TRUE,C,113,f,type6,A,B,TRUE,type4,33,FALSE,B,type4,9110,435
FALSE,FALSE,FALSE,TRUE,B,218,f,type4,C,B,TRUE,type5,33,FALSE,C,type1,9724,798
TRUE,FALSE,TRUE,TRUE,C,354,m,type2,C,B,TRUE,type4,29,FALSE,B,type1,8438,722
TRUE,TRUE,FALSE,TRUE,B,208,m,type2,A,B,TRUE,type5,33,FALSE,B,type3,6078,585
TRUE,FALSE,FALSE,TRUE,A,14079,m,type1,C,B,TRUE,type5,20,FALSE,C,type1,8320,755
TRUE,FALSE,FALSE,TRUE,C,2150,f,type3,A,B,TRUE,type4,33,TRUE,B,type4,7259,449
TRUE,TRUE,FALSE,TRUE,B,4171,m,type6,A,C,TRUE,type4,20,FALSE,B,type3,6617,550
TRUE,TRUE,FALSE,TRUE,C,498,f,type6,A,B,TRUE,type5,25,TRUE,B,type2,1345,629
TRUE,TRUE,FALSE,TRUE,C,299,m,type6,A,B,TRUE,type4,29,FALSE,B,type3,3759,534
TRUE,FALSE,FALSE,TRUE,C,89,f,type4,A,B,TRUE,type4,29,FALSE,B,type1,4116,677
TRUE,FALSE,FALSE,TRUE,C,30031,f,type2,A,B,FALSE,type1,20,FALSE,C,type3,7123,581
TRUE,TRUE,FALSE,TRUE,B,30441,f,type6,A,B,TRUE,type4,29,FALSE,C,type3,7233,550
FALSE,FALSE,FALSE,TRUE,B,175,m,type5,A,B,TRUE,type4,29,FALSE,A,type4,5364,507
TRUE,FALSE,FALSE,TRUE,C,476,f,type1,A,B,TRUE,type5,29,FALSE,A,type2,3299,621
TRUE,FALSE,FALSE,TRUE,B,14314,f,type1,A,B,TRUE,type4,12,FALSE,B,type4,8622,487
TRUE,FALSE,FALSE,TRUE,C,99,m,type5,A,B,TRUE,type3,33,TRUE,B,type4,1163,481
TRUE,FALSE,FALSE,TRUE,A,30336,m,type6,A,A,FALSE,type2,33,TRUE,C,type3,5190,580
TRUE,TRUE,FALSE,TRUE,C,244,m,type3,A,B,TRUE,type3,25,FALSE,C,type4,7469,501
TRUE,TRUE,FALSE,TRUE,C,69,f,type4,C,B,TRUE,type5,33,FALSE,B,type3,7255,532
TRUE,TRUE,FALSE,TRUE,B,484,m,type6,A,B,TRUE,type3,25,FALSE,B,type4,7011,488
TRUE,TRUE,FALSE,TRUE,C,156,f,type4,A,B,TRUE,type4,29,FALSE,C,type2,7521,621
TRUE,FALSE,FALSE,TRUE,B,19,m,type2,C,B,TRUE,type5,29,FALSE,B,type4,2997,465
TRUE,FALSE,FALSE,TRUE,B,153,m,type1,A,B,TRUE,type3,29,FALSE,C,type1,1421,846
TRUE,FALSE,FALSE,TRUE,B,7218,m,type6,A,B,TRUE,type5,45,FALSE,B,type1,2491,823
FALSE,TRUE,TRUE,TRUE,B,1256,f,type1,A,B,TRUE,type3,29,FALSE,B,type4,2664,512
TRUE,FALSE,TRUE,TRUE,B,396,m,type2,A,B,FALSE,type4,29,FALSE,A,type4,4041,437
TRUE,TRUE,FALSE,TRUE,B,378,m,type6,A,B,TRUE,type3,33,FALSE,B,type4,5663,464
TRUE,TRUE,FALSE,TRUE,C,30380,f,type3,A,B,TRUE,type4,29,FALSE,C,type4,5453,468
TRUE,TRUE,FALSE,TRUE,B,256,m,type2,A,B,TRUE,type4,33,FALSE,B,type4,3354,459
TRUE,FALSE,FALSE,TRUE,C,191,m,type3,A,B,TRUE,type4,33,TRUE,C,type1,8795,699
FALSE,FALSE,FALSE,TRUE,C,7165,m,type6,A,B,TRUE,type5,33,FALSE,B,type1,4202,801
TRUE,FALSE,FALSE,TRUE,A,30365,m,type6,A,B,TRUE,type1,37,FALSE,C,type1,5164,716
TRUE,TRUE,FALSE,TRUE,C,72,f,type2,A,B,TRUE,type3,29,FALSE,B,type4,9633,488
TRUE,FALSE,TRUE,TRUE,B,294,m,type6,A,B,TRUE,type4,29,FALSE,C,type2,8889,642
TRUE,TRUE,FALSE,TRUE,B,100,m,type5,A,B,TRUE,type4,25,FALSE,C,type3,8759,544
TRUE,TRUE,FALSE,TRUE,B,297,m,type3,A,B,TRUE,type5,33,TRUE,B,type2,7495,658
TRUE,TRUE,FALSE,TRUE,C,160,m,type5,A,B,TRUE,type4,29,FALSE,B,type3,8079,575
TRUE,FALSE,FALSE,TRUE,A,30321,f,type5,A,A,FALSE,type2,41,FALSE,B,type1,3044,821
TRUE,TRUE,FALSE,TRUE,B,346,f,type1,A,A,TRUE,type4,29,FALSE,A,type4,6865,498
FALSE,FALSE,FALSE,TRUE,C,2009,m,type6,A,A,FALSE,type1,29,TRUE,B,type1,9631,694
FALSE,TRUE,FALSE,TRUE,A,2283,f,type3,A,B,TRUE,type5,29,FALSE,C,type1,9516,798
TRUE,TRUE,FALSE,TRUE,C,426,m,type6,A,B,TRUE,type4,29,FALSE,B,type4,2628,450
FALSE,FALSE,FALSE,TRUE,A,30004,f,type3,A,A,TRUE,type1,33,FALSE,B,type1,7141,766
TRUE,FALSE,FALSE,TRUE,C,162,m,type6,A,B,TRUE,type3,29,FALSE,C,type3,9364,556
TRUE,FALSE,FALSE,TRUE,C,203,m,type6,C,B,TRUE,type3,29,FALSE,C,type4,3530,498
TRUE,FALSE,FALSE,TRUE,A,20435,m,type4,C,B,FALSE,type1,25,FALSE,B,type4,2746,481
TRUE,FALSE,TRUE,TRUE,C,21491,m,type6,C,B,FALSE,type5,12,FALSE,B,type3,364,548
TRUE,TRUE,FALSE,TRUE,B,112,m,type2,A,B,TRUE,type4,33,FALSE,C,type4,3972,456
TRUE,TRUE,FALSE,TRUE,B,224,f,type6,C,B,TRUE,type4,29,FALSE,C,type1,6955,704
TRUE,TRUE,FALSE,TRUE,A,429,m,type5,C,B,FALSE,type4,16,FALSE,C,type1,5851,690
TRUE,FALSE,TRUE,TRUE,B,20486,f,type6,B,B,TRUE,type4,25,FALSE,B,type3,5385,518
TRUE,FALSE,FALSE,TRUE,C,276,m,type1,C,B,TRUE,type5,33,FALSE,C,type3,8260,551
TRUE,FALSE,FALSE,TRUE,B,3,f,type6,A,B,TRUE,type5,33,FALSE,C,type3,8342,531
TRUE,FALSE,FALSE,TRUE,C,277,m,type2,A,B,TRUE,type5,33,FALSE,B,type4,1951,439
TRUE,TRUE,FALSE,TRUE,C,484,f,type6,A,B,TRUE,type5,33,TRUE,C,type1,7991,759
TRUE,TRUE,FALSE,TRUE,C,374,f,type6,C,B,TRUE,type5,33,FALSE,B,type1,101,707
TRUE,FALSE,FALSE,TRUE,A,5326,m,type3,A,B,TRUE,type5,37,FALSE,A,type4,1331,479
TRUE,TRUE,FALSE,TRUE,B,498,m,type4,A,B,TRUE,type3,33,FALSE,C,type4,8615,494
TRUE,TRUE,FALSE,TRUE,A,158,f,type4,A,B,TRUE,type4,25,FALSE,A,type3,6444,519
TRUE,FALSE,TRUE,TRUE,B,10026,f,type2,A,B,TRUE,type1,37,FALSE,A,type3,5350,609
TRUE,TRUE,FALSE,TRUE,B,17,f,type6,A,A,TRUE,type5,29,FALSE,C,type4,6232,489
TRUE,FALSE,FALSE,TRUE,B,93,f,type4,C,A,TRUE,type5,25,FALSE,C,type2,142,649
TRUE,TRUE,FALSE,TRUE,C,341,m,type6,C,B,TRUE,type4,25,FALSE,C,type4,7045,492
TRUE,FALSE,FALSE,TRUE,C,15405,m,type6,C,B,TRUE,type1,20,FALSE,B,type1,4624,729
TRUE,FALSE,FALSE,TRUE,A,30155,m,type5,C,B,FALSE,type4,25,TRUE,C,type3,6261,505
TRUE,FALSE,FALSE,TRUE,C,334,f,type3,C,B,TRUE,type5,33,FALSE,B,type3,8939,521
TRUE,FALSE,FALSE,TRUE,C,396,f,type2,A,B,TRUE,type4,25,FALSE,B,type3,9077,525
TRUE,TRUE,FALSE,TRUE,C,278,f,type2,A,B,TRUE,type4,41,FALSE,C,type3,844,591
TRUE,TRUE,FALSE,TRUE,A,30160,f,type5,A,B,TRUE,type2,12,FALSE,B,type4,2496,451
TRUE,FALSE,FALSE,TRUE,B,349,f,type6,A,B,TRUE,type4,25,FALSE,C,type2,938,632
TRUE,TRUE,FALSE,TRUE,C,2048,m,type3,A,B,TRUE,type5,29,TRUE,C,type3,2117,606
TRUE,FALSE,FALSE,TRUE,A,438,f,type3,C,B,TRUE,type4,25,FALSE,C,type3,8866,608
TRUE,FALSE,FALSE,TRUE,B,416,m,type6,A,B,TRUE,type4,33,FALSE,B,type4,4279,410
TRUE,FALSE,FALSE,TRUE,C,391,m,type6,A,B,TRUE,type5,33,TRUE,B,type4,7420,419
TRUE,TRUE,FALSE,TRUE,C,434,f,type4,A,B,TRUE,type4,29,FALSE,C,type3,9091,578
TRUE,FALSE,TRUE,TRUE,B,298,m,type6,A,B,TRUE,type5,29,FALSE,C,type2,6156,634
TRUE,FALSE,FALSE,TRUE,B,14323,m,type3,C,C,TRUE,type1,29,FALSE,B,type4,5469,386
TRUE,FALSE,FALSE,TRUE,B,3436,f,type6,A,B,TRUE,type1,33,TRUE,C,type4,5832,498
FALSE,TRUE,FALSE,TRUE,A,479,f,type3,A,A,FALSE,type5,33,FALSE,C,type3,4304,606
TRUE,FALSE,FALSE,TRUE,B,2153,m,type1,A,B,TRUE,type3,29,FALSE,A,type3,5836,501
TRUE,FALSE,FALSE,TRUE,C,490,f,type6,A,B,TRUE,type4,25,FALSE,C,type4,1298,462
TRUE,TRUE,FALSE,TRUE,C,45,m,type1,A,B,TRUE,type3,33,TRUE,B,type4,3705,486
TRUE,FALSE,FALSE,TRUE,B,411,f,type5,A,B,FALSE,type5,33,FALSE,A,type3,2494,555
TRUE,TRUE,FALSE,TRUE,B,3369,m,type2,A,C,TRUE,type4,20,FALSE,B,type1,7183,681
TRUE,FALSE,FALSE,TRUE,C,233,f,type1,A,B,TRUE,type4,29,FALSE,C,type3,4768,537
TRUE,TRUE,FALSE,TRUE,C,324,m,type6,A,A,TRUE,type5,29,FALSE,C,type3,6273,552
TRUE,TRUE,TRUE,TRUE,A,495,m,type3,C,B,FALSE,type5,29,FALSE,B,type3,2726,553
TRUE,FALSE,FALSE,TRUE,C,338,m,type4,A,B,TRUE,type3,33,FALSE,C,type4,654,457
TRUE,FALSE,FALSE,TRUE,C,30379,m,type6,C,B,TRUE,type4,33,FALSE,B,type2,78,607
TRUE,FALSE,FALSE,TRUE,B,121,f,type4,C,B,FALSE,type5,25,FALSE,C,type5,5933,353
TRUE,TRUE,FALSE,TRUE,A,11,f,type2,A,B,TRUE,type4,33,FALSE,C,type1,7111,679
FALSE,FALSE,FALSE,TRUE,C,346,m,type6,C,B,FALSE,type1,29,FALSE,C,type3,8396,564
TRUE,TRUE,FALSE,TRUE,C,283,m,type3,C,B,TRUE,type3,33,FALSE,B,type4,3432,381
TRUE,FALSE,FALSE,TRUE,B,2086,f,type2,A,B,TRUE,type4,29,FALSE,B,type3,1080,509
TRUE,TRUE,FALSE,TRUE,C,90,m,type1,C,B,FALSE,type3,29,FALSE,C,type4,7816,465
